05/11/2020                                                                         Dynamic List Display                                                                                1

Part Number / ESN Code By Supplier

	Vendor Number	Vendor Name	Material No	Material Description	Mat Group	PO Date Range	Plant	PO Net Order Value	PO Net Quantity
	10002419	Siemens Industry, Inc.	173A-10301	0.5" 2W 0.63CV BALL VLV+GDE131.1Q+ADPTR	OMI	05/01/2020-05/01/2020	B100	           132.06	         2.000
	10002419	Siemens Industry, Inc.	173A-10302	0.5" 2W 1CV BALL VLV+GDE131.1Q+ADPTR	OMI	05/01/2020-05/01/2020	B100	           332.65	         5.000
	10002419	Siemens Industry, Inc.	173A-10303	0.5" 2W 1.6CV BALL VLV+GDE131.1Q+ADPTR	OMI	05/01/2020-05/04/2020	B100	           199.59	         3.000
	10002419	Siemens Industry, Inc.	173A-10304	0.5" 2W 2.5CV BALL VLV+GDE131.1Q+ADPTR	OMI	05/04/2020-05/04/2020	B100	           472.92	         7.000
	10002419	Siemens Industry, Inc.	173A-10308	0.75" 2W 6.3CV BALL VLV+GDE131.1Q+ADPTR	OMI	05/04/2020-05/04/2020	B100	            80.25	         1.000
	10002419	Siemens Industry, Inc.	173C-10302	0.5" 2W 1CV BALL VLV+GDE161.1Q+ADPTR	OMI	05/04/2020-05/04/2020	B100	           357.56	         4.000
	10002419	Siemens Industry, Inc.	173C-10303	0.5" 2W 1.6CV BALL VLV+GDE161.1Q+ADPTR	OMI	05/04/2020-05/04/2020	B100	           268.17	         3.000
	10002419	Siemens Industry, Inc.	173C-10304	0.5" 2W 2.5CV BALL VLV+GDE161.1Q+ADPTR	OMI	05/04/2020-05/04/2020	B100	            90.92	         1.000
	10002419	Siemens Industry, Inc.	173C-10308	0.75" 2W 6.3CV BALL VLV+GDE161.1Q+ADPTR	OMI	05/04/2020-05/04/2020	B100	           199.10	         2.000
	10002419	Siemens Industry, Inc.	173D-10322	1.5" 2W 25CV BALL VLV+GLB161.1Q+ADPTR	OMI	05/04/2020-05/04/2020	B100	           152.16	         1.000
	10002419	Siemens Industry, Inc.	173D-10327	2" 2W 40CV BALL VLV+GLB161.1Q+ADPTR	OMI	05/04/2020-05/04/2020	B100	           180.53	         1.000
	10002419	Siemens Industry, Inc.	173D-10328	2" 2W 63CV BALL VLV+GLB161.1Q+ADPTR	OMI	05/04/2020-05/04/2020	B100	           504.44	         2.000
	10002419	Siemens Industry, Inc.	175-387141	BT-33 (2) 12V BTRY PKG	MCA	05/01/2020-05/06/2020	B100	         1,469.30	        10.000
	10002419	Siemens Industry, Inc.	175-387194	BP-61 24VDC, 15AH L. ACID	MCG	05/01/2020-05/01/2020	B100	           234.59	         1.000
	10002419	Siemens Industry, Inc.	180-896	T'STAT ACC,TUBING KIT	MRF	05/08/2020-05/08/2020	B100	           113.28	         3.000
	10002419	Siemens Industry, Inc.	182-621	182621EACC,GYM GUARD,S TEMP	MRF	05/01/2020-05/01/2020	B100	            21.29	         1.000
	10002419	Siemens Industry, Inc.	184-0036	TT184 TEMP TRANS,REM BLB,0/100	MRF	05/06/2020-05/06/2020	B100	            92.27	         1.000
	10002419	Siemens Industry, Inc.	184-113	RS TEE KIT,20 SCIM,POLY	MRF	05/06/2020-05/06/2020	B100	           218.20	        20.000
	10002419	Siemens Industry, Inc.	184-115	sS BODY KIT,10 SCIM,POLY	MRF	05/07/2020-05/07/2020	B100	            10.76	         1.000
	10002419	Siemens Industry, Inc.	184-119	TT184 TEMP TRANS,COPPER WELL	MRF	05/07/2020-05/07/2020	B100	           107.50	         2.000
	10002419	Siemens Industry, Inc.	189-142	STAT PRES ACC, SENSOR KIT	MRF	05/05/2020-05/09/2020	B100	           205.20	        40.000
	10002419	Siemens Industry, Inc.	192-202	RM STAT SSTPT 45/85 F	MRF	05/01/2020-05/09/2020	B100	         2,839.00	        50.000
	10002419	Siemens Industry, Inc.	192-203	RM STAT SSP 45/85F 2 PIPE RA	MRF	05/01/2020-05/01/2020	B100	           340.68	         6.000
	10002419	Siemens Industry, Inc.	192-204	RM STAT D/N DSTPT 45/85F DA/DA	MRF	05/08/2020-05/09/2020	B100	           200.34	         2.000
	10002419	Siemens Industry, Inc.	192-224	RM STAT D/N DSTPT 7/30C DA/DA	MRF	05/06/2020-05/06/2020	B100	           601.02	         6.000
	10002419	Siemens Industry, Inc.	192-250W	T'STAT COVER-WHITE	MRF	05/06/2020-05/06/2020	B100	           234.30	        30.000
	10002419	Siemens Industry, Inc.	192-252W	T'STAT COVER ASSY-WHITE	MRF	05/05/2020-05/05/2020	B100	            69.00	        10.000
	10002419	Siemens Industry, Inc.	192-256	T'STAT CVR,CON/CON/CON,LOGO	MRF	05/06/2020-05/06/2020	B100	           276.00	        40.000
	10002419	Siemens Industry, Inc.	192-257W	T'STAT COVER-WHITE	MRF	05/08/2020-05/08/2020	B100	           138.00	        20.000
	10002419	Siemens Industry, Inc.	192-258	T'STAT CVR,EXP/CON/EXP,LOGO	MRF	05/07/2020-05/07/2020	B100	            10.14	         1.000
	10002419	Siemens Industry, Inc.	192-321	T'STAT ACC,RESTRICTOR PLATE KT	MRF	05/08/2020-05/08/2020	B100	           184.14	         6.000
	10002419	Siemens Industry, Inc.	192-505	T'STAT ACCESS TUBING KIT(10PK)	MRF	05/05/2020-05/05/2020	B100	           138.80	         2.000
	10002419	Siemens Industry, Inc.	192-623	ALLEN WRENCH KIT-TH180 5/PKG	MRF	05/08/2020-05/08/2020	B100	            31.70	         2.000
	10002419	Siemens Industry, Inc.	192-633	T'STAT ACC,TEST PROBE W/GAUGE	MRF	05/05/2020-05/09/2020	B100	           732.48	        32.000
	10002419	Siemens Industry, Inc.	192-840	RETROLINE RETROSTAT,1-SPT,D/A,°F	MRF	05/04/2020-05/08/2020	B100	           385.74	         6.000
	10002419	Siemens Industry, Inc.	192-841	RETROLINE RETROSTAT,1-SPT,R/A,°F	MRF	05/08/2020-05/08/2020	B100	           257.16	         4.000
	10002419	Siemens Industry, Inc.	192-850	RETROLINE RETROSTAT,1-SPT,D/A,°C	MRF	05/01/2020-05/09/2020	B100	           900.06	        14.000
	10002419	Siemens Industry, Inc.	192-868W	RETROLINE RETROSTAT COVER KIT WHITE	MRF	05/01/2020-05/01/2020	B100	           895.50	        50.000
	10002419	Siemens Industry, Inc.	193-215	P'STAR FEB STAT,H/C,DA/DA	MRF	05/09/2020-05/09/2020	B100	            78.08	         1.000
	10002419	Siemens Industry, Inc.	193-235	P'STAR FEB STAT,H/C,DA/DA	MRF	05/09/2020-05/09/2020	B100	            78.08	         1.000
	10002419	Siemens Industry, Inc.	194-3083	RETROLINE RSTAT,2-SPT,HC,DA/RA,°F,JC-BC	MRF	05/06/2020-05/06/2020	B100	           603.36	         6.000
	10002419	Siemens Industry, Inc.	195-0003	RC195 RCV/CTLR 3 INP, W/GAUGE	MRF	05/07/2020-05/07/2020	B100	           640.08	         3.000
	10002419	Siemens Industry, Inc.	195-0011	RC195 RCV/CTLR 1 INP, NO GAGE	MRF	05/01/2020-05/01/2020	B100	           148.69	         1.000
	10002419	Siemens Industry, Inc.	195-1000	POWERS RETROLINE SING INPUT RECVR-CTLR	MRF	05/01/2020-05/01/2020	B100	           148.69	         1.000
	10002419	Siemens Industry, Inc.	201-1000	PRESSURE REDUCING VALVE,WATTS	OEK	05/04/2020-05/08/2020	B100	           172.74	         3.000
	10002419	Siemens Industry, Inc.	209116	STEM BUTTON KIT HW	QES	05/04/2020-05/04/2020	B100	           124.00	         2.000
	10002419	Siemens Industry, Inc.	230-04302-1.5	3/4" PICV 1.5 GPM + 3P NSR	OMH	05/06/2020-05/06/2020	B100	           114.98	         1.000
	10002419	Siemens Industry, Inc.	230-04302-2	3/4" PICV 2 GPM + 3P NSR	OMH	05/06/2020-05/06/2020	B100	           114.98	         1.000
	10002419	Siemens Industry, Inc.	230-04304-4	1" PICV 4 GPM + 3P NSR	OMH	05/06/2020-05/06/2020	B100	           253.42	         2.000
	10002419	Siemens Industry, Inc.	230-04305-11	1-1/4" PICV 11 GPM + 3P NSR	OMH	05/06/2020-05/06/2020	B100	           135.77	         1.000
	10002419	Siemens Industry, Inc.	230-04305-13	1-1/4" PICV 13 GPM + 3P NSR	OMH	05/05/2020-05/05/2020	B100	           271.54	         2.000
	10002419	Siemens Industry, Inc.	230-04305-4	1-1/4" PICV 4 GPM + 3P NSR	OMH	05/06/2020-05/06/2020	B100	           135.77	         1.000
	10002419	Siemens Industry, Inc.	230-04305-9	1-1/4" PICV 9 GPM + 3P NSR	OMH	05/06/2020-05/06/2020	B100	           135.77	         1.000
	10002419	Siemens Industry, Inc.	230-04314-10	1-1/4" PICV 10 GPM + 3P NSR NO	OMH	05/08/2020-05/08/2020	B100	           135.77	         1.000
	10002419	Siemens Industry, Inc.	230-04320-0.5	230-04320-0.5  1/2 PICV 0.5GPM+3P NSR NO	OMH	05/01/2020-05/02/2020	B100	           971.37	         9.000
	10002419	Siemens Industry, Inc.	230-04320-1	230-04320-1  1/2 PICV1.0 GPM +3P NSR NO	OMH	05/02/2020-05/02/2020	B100	           539.65	         5.000
	10002419	Siemens Industry, Inc.	230-04321-1	230-04321-1  1/2 PICV 1 GPM + 3P NSR NO	OMH	05/01/2020-05/08/2020	B100	         7,231.31	        67.000
	10002419	Siemens Industry, Inc.	230-04321-1.5	230-04321-1.5  1/2 PICV 1.5GPM+3P NSR NO	OMH	05/01/2020-05/08/2020	B100	           539.65	         5.000
	10002419	Siemens Industry, Inc.	230-04321-2	230-04321-2  1/2 PICV 2 GPM + 3P NSR NO	OMH	05/01/2020-05/08/2020	B100	           863.44	         8.000
	10002419	Siemens Industry, Inc.	230-04321-2.5	230-04321-2.5  1/2 PICV 2.5GPM+3P NSR NO	OMH	05/04/2020-05/04/2020	B100	           107.93	         1.000
	10002419	Siemens Industry, Inc.	230-04321-3	230-04321-3  1/2 PICV 3 GPM + 3P NSR NO	OMH	05/05/2020-05/08/2020	B100	           215.86	         2.000
	10002419	Siemens Industry, Inc.	230-04322-2	230-04322-2  3/4 PICV 2 GPM + 3P NSR NO	OMH	05/02/2020-05/02/2020	B100	           459.88	         4.000
	10002419	Siemens Industry, Inc.	230-04322-2.5	230-04322-2.5  3/4 PICV 2.5GPM+3P NSR NO	OMH	05/02/2020-05/02/2020	B100	           804.79	         7.000
	10002419	Siemens Industry, Inc.	230-04322-3	230-04322-3  3/4 PICV 3 GPM + 3P NSR NO	OMH	05/02/2020-05/02/2020	B100	           229.94	         2.000
	10002419	Siemens Industry, Inc.	230-04322-3.5	230-04322-3.5  3/4 PICV 3.5GPM+3P NSR NO	OMH	05/02/2020-05/08/2020	B100	           344.91	         3.000
	10002419	Siemens Industry, Inc.	230-04322-4	230-04322-4  3/4 PICV 4 GPM + 3P NSR NO	OMH	05/02/2020-05/02/2020	B100	           114.97	         1.000
	10002419	Siemens Industry, Inc.	230-04322-5	230-04322-5  3/4 PICV 5 GPM + 3P NSR NO	OMH	05/02/2020-05/02/2020	B100	           229.94	         2.000
	10002419	Siemens Industry, Inc.	230-04322-6.5	230-04322-6.5  3/4 PICV 6.5GPM+3P NSR NO	OMH	05/02/2020-05/02/2020	B100	           114.97	         1.000
	10002419	Siemens Industry, Inc.	230-04322-7	230-04322-7  3/4 PICV 7 GPM + 3P NSR NO	OMH	05/02/2020-05/02/2020	B100	           114.97	         1.000
	10002419	Siemens Industry, Inc.	231-04321-1	231-04321-1  1/2 PICV 1GPM+0-10V NSR NO	OMH	05/05/2020-05/05/2020	B100	           131.40	         1.000
	10002419	Siemens Industry, Inc.	232-04300-0.5	1/2" PICV 0.5 GPM + 3P SR NC	OMH	05/08/2020-05/08/2020	B100	           429.42	         3.000
	10002419	Siemens Industry, Inc.	232-04300-1	1/2" PICV 1 GPM + 3P SR NC	OMH	05/08/2020-05/08/2020	B100	           572.56	         4.000
	10002419	Siemens Industry, Inc.	232-04300-1.5	1/2" PICV 1.5 GPM + 3P SR NC	OMH	05/08/2020-05/08/2020	B100	           286.28	         2.000
	10002419	Siemens Industry, Inc.	233-04314-11	1-1/4" PICV 11 GPM + 0-10V SR NO	OMH	05/05/2020-05/05/2020	B100	           193.32	         1.000
	10002419	Siemens Industry, Inc.	233-04314-9	1-1/4" PICV 9 GPM + 0-10V SR NO	OMH	05/07/2020-05/07/2020	B100	           193.32	         1.000
	10002419	Siemens Industry, Inc.	233-04323-7	233-04323-7  1 PICV 7 GPM + 0-10V SR NO	OMH	05/07/2020-05/07/2020	B100	           185.37	         1.000
	10002419	Siemens Industry, Inc.	238-07315	2.5 PICV 154 MAX GPM ANSI 125 NO SR	OMH	05/08/2020-05/08/2020	B100	         1,621.09	         1.000
	10002419	Siemens Industry, Inc.	238-07320	2.5 PICV 110 MAX GPM ANSI 250 NO SR	OMH	05/05/2020-05/05/2020	B100	         5,037.09	         3.000
	10002419	Siemens Industry, Inc.	238-07322	4" PICV 300 MAX GPM ANSI 250 NO SR	OMH	05/05/2020-05/05/2020	B100	         2,253.42	         1.000
	10002419	Siemens Industry, Inc.	238-07323	5" PICV 485 MAX GPM ANSI 250 NO SR	OMH	05/05/2020-05/05/2020	B100	         5,489.94	         2.000
	10002419	Siemens Industry, Inc.	238-07324	6" PICV 650 MAX GPM ANSI 250 NO SR	OMH	05/05/2020-05/05/2020	B100	         7,019.14	         2.000
	10002419	Siemens Industry, Inc.	240-00214	1/2",120V 2W NPT,CV 4.0,NC VLV	OMH	05/07/2020-05/07/2020	B100	            93.20	         2.000
	10002419	Siemens Industry, Inc.	241-00210	1/2",120V 2W NPT,CV 1.0,NO VLV	OMH	05/09/2020-05/09/2020	B100	            46.60	         1.000
	10002419	Siemens Industry, Inc.	241-00233	1" 120V 3W NPT,CV7.0,FA VLV	OMH	05/05/2020-05/05/2020	B100	           115.32	         2.000
	10002419	Siemens Industry, Inc.	241-00234	1/2",120V 3W NPT,CV 4.0,FA VLV	OMH	05/07/2020-05/07/2020	B100	            98.64	         2.000
	10002419	Siemens Industry, Inc.	241-00512	3/4"120V 2W SWT,CV4.1,NO VLV	OMH	05/07/2020-05/07/2020	B100	           194.44	         4.000
	10002419	Siemens Industry, Inc.	242-00212	3/4" 24V 2W NPT,CV4.1,NC VLV	OMH	05/07/2020-05/07/2020	B100	            48.61	         1.000
	10002419	Siemens Industry, Inc.	242-00213	1"  24V 2W NPT,CV7.0,NC VLV	OMH	05/06/2020-05/06/2020	B100	           211.88	         4.000
	10002419	Siemens Industry, Inc.	242-00214	1/2",24V 2W NPT,CV 4.0,NC VLV	OMH	05/04/2020-05/05/2020	B100	         2,842.60	        61.000
	10002419	Siemens Industry, Inc.	243-00210	1/2",24V 2W NPT,CV 1.0,NO VLV	OMH	05/04/2020-05/05/2020	B100	         1,165.00	        25.000
	10002419	Siemens Industry, Inc.	243-00211	1/2" 24V 2W NPT,CV2.5,NO VLV	OMH	05/04/2020-05/07/2020	B100	           186.40	         4.000
	10002419	Siemens Industry, Inc.	243-00212	3/4" 24V 2W NPT,CV4.1,NO VLV	OMH	05/04/2020-05/08/2020	B100	           388.88	         8.000
	10002419	Siemens Industry, Inc.	243-00214	1/2",24V 2W NPT,CV 4.0,NO VLV	OMH	05/04/2020-05/04/2020	B100	           186.40	         4.000
	10002419	Siemens Industry, Inc.	244-00210	1/2" 24V 2W NPT CV 1.0 3P VLV	OMH	05/01/2020-05/01/2020	B100	           154.65	         3.000
	10002419	Siemens Industry, Inc.	244-00211	1/2" 24V 2W NPT,CV2.5,3P VLV	OMH	05/01/2020-05/01/2020	B100	           103.10	         2.000
	10002419	Siemens Industry, Inc.	245-00211	1/2" 24V 2W NPT,CV2.5, 0-10V	OMH	05/01/2020-05/01/2020	B100	           385.50	         5.000
	10002419	Siemens Industry, Inc.	245-00214	1/2" 24V 2W NPT CV 4.0 0-10V	OMH	05/01/2020-05/01/2020	B100	         1,850.40	        24.000
	10002419	Siemens Industry, Inc.	2508024	2508024  DAIKIN BACNET VAV ACTUATOR	MRF	05/06/2020-05/08/2020	B100	         7,088.84	        44.000
	10002419	Siemens Industry, Inc.	2508032	RTS, TEC DIG., F-F, ML	NSD	05/06/2020-05/08/2020	B100	         2,591.60	        44.000
	10002419	Siemens Industry, Inc.	254-01100	2WNC,BZ,OR  FXF  0.5/0.4	OMH	05/08/2020-05/08/2020	B100	            58.39	         1.000
	10002419	Siemens Industry, Inc.	254-01102	2WNC,BZ,OR  FXF ,0.5/.63	OMH	05/04/2020-05/05/2020	B100	           700.68	        12.000
	10002419	Siemens Industry, Inc.	254-01104	2WNC,BZ,OR  FXF ,0.5/1.00	OMH	05/05/2020-05/05/2020	B100	            58.39	         1.000
	10002419	Siemens Industry, Inc.	254-01106	2WNC,BZ,OR  FXF ,0.5/1.6	OMH	05/05/2020-05/08/2020	B100	           523.98	         9.000
	10002419	Siemens Industry, Inc.	254-01110	2WNC,BZ,OR  FXF ,0.5/4.00	OMH	05/05/2020-05/05/2020	B100	           176.01	         3.000
	10002419	Siemens Industry, Inc.	254-01115	2WNO,BZ,OR  FXF ,.5/.4	OMH	05/04/2020-05/04/2020	B100	           291.95	         5.000
	10002419	Siemens Industry, Inc.	254-01117	2WNO,BZ,OR  FXF ,.5/.63	OMH	05/04/2020-05/05/2020	B100	           175.17	         3.000
	10002419	Siemens Industry, Inc.	254-01119	2WNO,BZ,OR  FXF ,.5/1.00	OMH	05/04/2020-05/06/2020	B100	         1,576.53	        27.000
	10002419	Siemens Industry, Inc.	254-01121	2WNO,BZ,OR  FXF ,.5/1.6	OMH	05/04/2020-05/06/2020	B100	         2,043.65	        35.000
	10002419	Siemens Industry, Inc.	254-01123	2WNO,BZ,OR  FXF ,.5/2.5	OMH	05/04/2020-05/04/2020	B100	            58.39	         1.000
	10002419	Siemens Industry, Inc.	254-01129	2WNO,BZ,OR  FXF ,.75/6.3	OMH	05/04/2020-05/04/2020	B100	           126.70	         2.000
	10002419	Siemens Industry, Inc.	254-01132	3WMX LN,BZ,OR  FXF ,.5/.4	OMH	05/05/2020-05/05/2020	B100	         1,778.86	        29.000
	10002419	Siemens Industry, Inc.	254-01133	3WMX LN,BZ,OR  FXF ,.5/.63	OMH	05/05/2020-05/05/2020	B100	           184.02	         3.000
	10002419	Siemens Industry, Inc.	254-01134	3WMX LN,BZ,OR  FXF ,.5/1.00	OMH	05/05/2020-05/05/2020	B100	           430.29	         7.000
	10002419	Siemens Industry, Inc.	254-01135	3WMX LN,BZ,OR  FXF ,.5/1.6	OMH	05/05/2020-05/05/2020	B100	           122.68	         2.000
	10002419	Siemens Industry, Inc.	254-01137	3WMX LN,BZ,OR  FXF ,.5/4.00	OMH	05/04/2020-05/04/2020	B100	            61.34	         1.000
	10002419	Siemens Industry, Inc.	255-01115	2WNO,BZ,OR  FXF ,.5/.4	OMH	05/04/2020-05/08/2020	B100	         1,327.52	        16.000
	10002419	Siemens Industry, Inc.	255-01117	2WNO,BZ,OR  FXF ,.5/.63	OMH	05/04/2020-05/04/2020	B100	           332.72	         4.000
	10002419	Siemens Industry, Inc.	255-01119	2WNO,BZ,OR  FXF ,.5/1.00	OMH	05/04/2020-05/08/2020	B100	           831.80	        10.000
	10002419	Siemens Industry, Inc.	255-01121	2WNO,BZ,OR  FXF ,.5/1.6	OMH	05/04/2020-05/08/2020	B100	           998.16	        12.000
	10002419	Siemens Industry, Inc.	255-01126	2WNO,BZ,OR  FXF ,.5/4.00	OMH	05/04/2020-05/04/2020	B100	         1,327.52	        16.000
	10002419	Siemens Industry, Inc.	257-02005B	2WNC,3-8 ,LN,BR,OR,FXUM,.5/1.0	OMH	05/07/2020-05/07/2020	B100	            59.43	         1.000
	10002419	Siemens Industry, Inc.	257-02007B	2WNC,3-8 ,LN,BR,OR,FXUM,.5/1.6	OMH	05/05/2020-05/05/2020	B100	            59.43	         1.000
	10002419	Siemens Industry, Inc.	257-02035	2WNO LN,BZ,OR  FXUM,0.5/1.00	OMH	05/01/2020-05/08/2020	B100	           475.44	         8.000
	10002419	Siemens Industry, Inc.	257-02036	2WNO LN,BZ,OR  FXF ,0.5/1.6	OMH	05/07/2020-05/07/2020	B100	            57.05	         1.000
	10002419	Siemens Industry, Inc.	257-02037	2WNO LN,BZ,OR  FXUM,0.5/1.6	OMH	05/04/2020-05/04/2020	B100	           118.86	         2.000
	10002419	Siemens Industry, Inc.	257-02039	2WNO LN,BZ,OR  FXUM,0.5/2.5	OMH	05/01/2020-05/09/2020	B100	         1,782.90	        30.000
	10002419	Siemens Industry, Inc.	257-02042	2WNO LN,BZ,OR  FXUM,0.5/4.00	OMH	05/05/2020-05/09/2020	B100	           237.72	         4.000
	10002419	Siemens Industry, Inc.	257-02045	2WNO LN,BZ,OR  FXUM,.75/6.3	OMH	05/04/2020-05/09/2020	B100	         3,747.52	        56.000
	10002419	Siemens Industry, Inc.	257-02046	2WNO LN,BZ,OR  FXF ,1.00/10.00	OMH	05/09/2020-05/09/2020	B100	           159.64	         2.000
	10002419	Siemens Industry, Inc.	257-02058	2WNO LN,SS,OR  FXF ,.5/4.00	OMH	05/07/2020-05/07/2020	B100	           145.74	         2.000
	10002419	Siemens Industry, Inc.	257-02069B	3WMX,3-8 LN, BR,OR FXF .5/4	OMH	05/08/2020-05/08/2020	B100	            62.09	         1.000
	10002419	Siemens Industry, Inc.	258-02009C	2WNC,8-13,LN,BR,OR,FXUM .5/2.5	OMH	05/01/2020-05/01/2020	B100	           237.72	         4.000
	10002419	Siemens Industry, Inc.	259-02000	2WNC,LN,BZ,OR,FXF,0.5/0.4	OMH	05/04/2020-05/08/2020	B100	         1,613.25	        25.000
	10002419	Siemens Industry, Inc.	259-02002	2WNC,LN,BZ,OR,FXF ,0.5/0.63	OMH	05/04/2020-05/08/2020	B100	           903.42	        14.000
	10002419	Siemens Industry, Inc.	259-02004	2WNC,LN,BZ,OR,FXF ,0.5/1.00	OMH	05/04/2020-05/08/2020	B100	           258.12	         4.000
	10002419	Siemens Industry, Inc.	259-02006	2WNC,LN,BZ,OR,FXF ,0.5/1.6	OMH	05/04/2020-05/06/2020	B100	           645.30	        10.000
	10002419	Siemens Industry, Inc.	259-02008	2WNC,LN,BZ,OR,FXF ,0.5/2.5	OMH	05/04/2020-05/06/2020	B100	         1,161.54	        18.000
	10002419	Siemens Industry, Inc.	259-02010	2WNC,LN,BZ,OR,FXF ,0.5/4.00	OMH	05/04/2020-05/05/2020	B100	         5,872.23	        91.000
	10002419	Siemens Industry, Inc.	259-02014	2WNC,LN,BZ,OR,FXF ,1.00/10.00	OMH	05/04/2020-05/07/2020	B100	           171.16	         2.000
	10002419	Siemens Industry, Inc.	259-02019	2WNC,LN,SS,OR,FXF ,0.5/1.00	OMH	05/07/2020-05/07/2020	B100	           158.62	         2.000
	10002419	Siemens Industry, Inc.	259-02027	2WNC,LN,SS,OR,FXF ,.75/6.3	OMH	05/04/2020-05/04/2020	B100	            86.76	         1.000
	10002419	Siemens Industry, Inc.	259-02030	2WNO,LN,BZ,OR,FXF ,0.5/0.4	OMH	05/05/2020-05/09/2020	B100	         1,548.72	        24.000
	10002419	Siemens Industry, Inc.	259-02032	2WNO,LN,BZ,OR,FXF ,0.5/.63	OMH	05/05/2020-05/09/2020	B100	         4,517.10	        70.000
	10002419	Siemens Industry, Inc.	259-02034	2WNO,LN,BZ,OR,FXF ,0.5/1.00	OMH	05/05/2020-05/09/2020	B100	         7,291.89	       113.000
	10002419	Siemens Industry, Inc.	259-02036	2WNO,LN,BZ,OR,FXF ,0.5/1.6	OMH	05/01/2020-05/09/2020	B100	         1,097.01	        17.000
	10002419	Siemens Industry, Inc.	259-02038	2WNO,LN,BZ,OR,FXF ,0.5/2.5	OMH	05/05/2020-05/09/2020	B100	         3,807.27	        59.000
	10002419	Siemens Industry, Inc.	259-02041	2WNO,LN,BZ,OR, FXF ,0.5/4.00	OMH	05/07/2020-05/09/2020	B100	         1,484.19	        23.000
	10002419	Siemens Industry, Inc.	259-02044	2WNO,LN,BZ,OR, FXF ,.75/6.3	OMH	05/09/2020-05/09/2020	B100	           140.56	         2.000
	10002419	Siemens Industry, Inc.	259-02047	2WNO,LN,SS,OR, FXF ,0.5/0.4	OMH	05/04/2020-05/05/2020	B100	         1,431.36	        18.000
	10002419	Siemens Industry, Inc.	259-02051	2WNO,LN,SS,OR, FXF ,0.5/1.00	OMH	05/04/2020-05/04/2020	B100	           238.56	         3.000
	10002419	Siemens Industry, Inc.	259-02053	2WNO,LN,SS,OR, FXF ,0.5/1.6	OMH	05/04/2020-05/04/2020	B100	           158.62	         2.000
	10002419	Siemens Industry, Inc.	259-02064	3WMX,LN,BZ,OR, FXF ,0.5/0.4	OMH	05/07/2020-05/07/2020	B100	           207.57	         3.000
	10002419	Siemens Industry, Inc.	259-02065	3WMX,LN,BZ,OR, FXF ,0.5/.63	OMH	05/07/2020-05/07/2020	B100	           968.66	        14.000
	10002419	Siemens Industry, Inc.	259-02066	3WMX,LN,BZ,OR, FXF ,0.5/1.00	OMH	05/07/2020-05/07/2020	B100	           207.57	         3.000
	10002419	Siemens Industry, Inc.	259-02069	3WMX,LN,BZ,OR, FXF ,0.5/4.00	OMH	05/05/2020-05/05/2020	B100	           276.04	         4.000
	10002419	Siemens Industry, Inc.	259-02076	3WMX,LN,SS,OR, FXF ,0.5/2.5	OMH	05/08/2020-05/09/2020	B100	         1,113.58	        13.000
	10002419	Siemens Industry, Inc.	25DW37	2-way 1/2", 0.63 Cv ball valve assembly	OMI	05/04/2020-05/04/2020	B100	           115.14	         2.000
